time,open,high,low,close,volume,symbol,target_date
2026-09-07 07:00:00,6.9,7.0,6.8,7.0,74100,NAG,2026-09-07
2026-09-07 07:00:00,32.0,32.5,32.0,32.5,2000,ND2,2026-09-07
2026-09-07 07:00:00,19.8,19.8,19.8,19.8,222600,NDP,2026-09-07
2026-09-07 07:00:00,4.6,4.6,4.6,4.6,300,NDT,2026-09-07
2026-09-07 07:00:00,6.0,6.0,6.0,6.0,200,NDX,2026-09-07
2026-09-07 07:00:00,51.3,51.3,51.3,51.3,800,NFC,2026-09-07
2026-09-07 07:00:00,7.98,7.98,7.8,7.9,62800,NHA,2026-09-07
2026-09-07 07:00:00,9.7,9.7,9.6,9.7,6600,NHH,2026-09-07
2026-09-07 07:00:00,11.4,11.4,11.2,11.2,2900,NHT,2026-09-07
2026-09-07 07:00:00,25.6,25.95,25.15,25.5,2319000,NLG,2026-09-07
2026-09-07 07:00:00,61.0,61.0,61.0,61.0,100,NNT,2026-09-07
2026-09-07 07:00:00,65.2,65.2,65.0,65.0,5500,NSC,2026-09-07
2026-09-07 07:00:00,12.0,12.0,12.0,12.0,100,NTF,2026-09-07
2026-09-07 07:00:00,13.1,13.2,12.55,13.0,16824600,NVL,2026-09-07
2026-09-07 07:00:00,13.7,13.8,13.3,13.5,905000,OIL,2026-09-07
2026-09-07 07:00:00,9.7,9.8,9.6,9.8,1100,ONE,2026-09-07
2026-09-07 07:00:00,30.1,30.1,28.0,28.0,2600,PAP,2026-09-07
2026-09-07 07:00:00,5.2,5.3,5.2,5.3,200,PBC,2026-09-07
2026-09-07 07:00:00,20.1,20.15,19.9,20.05,1060500,PC1,2026-09-07
2026-09-07 07:00:00,18.4,18.4,18.1,18.3,127300,PCH,2026-09-07
2026-09-07 07:00:00,3.9,3.9,3.9,3.9,400,PEG,2026-09-07
2026-09-07 07:00:00,9.7,9.7,9.7,9.7,9700,PGB,2026-09-07
2026-09-07 07:00:00,22.0,22.0,22.0,22.0,200,PGD,2026-09-07
2026-09-07 07:00:00,5.9,6.9,5.9,6.9,9000,PGT,2026-09-07
2026-09-07 07:00:00,21.85,21.85,21.15,21.45,1900,PGV,2026-09-07
2026-09-07 07:00:00,4.06,4.06,3.9,3.9,6000,PHC,2026-09-07
2026-09-07 07:00:00,32.0,32.0,31.5,31.5,3000,PJC,2026-09-07
2026-09-07 07:00:00,4.29,4.34,4.25,4.28,47800,PLP,2026-09-07
2026-09-07 07:00:00,14.5,14.5,14.5,14.5,1000,POS,2026-09-07
2026-09-07 07:00:00,7.1,7.1,7.1,7.1,2500,POV,2026-09-07
2026-09-07 07:00:00,12.85,13.0,12.8,12.85,4799000,POW,2026-09-07
2026-09-07 07:00:00,25.8,25.8,25.7,25.7,7400,PPH,2026-09-07
2026-09-07 07:00:00,18.5,18.5,18.5,18.5,300,PPP,2026-09-07
